"Source","Publication","Table","Variables","AllVariables"
"Destinations","<a href='https://explore-education-statistics.service.gov.uk/find-statistics/further-education-outcome-based-success-measures'>Further education: outcome-based success measures</a>","employment and learning destinations of adult FE & Skills learners, all age apprentices that achieved their learning aim, and Traineeship learners that completed their aim. Broken down by local education authority, provision, level of learning and learner demographics","Numberofmatchedlearners","Time period, Time identifier, Geographic level, Country code, Country name, Region code, Region name, New la code, Old la code, La name, Age youth adult, Age group, Sex, Learning difficulty disability, Total learners, Learnpercent, Learnonlypercent, Numberofmatchedlearners, Provision type, Emppercent, Selfemppercent, Emponlypercent, Empandlearnpercent, Leveloflearninggroup, Leveloflearning, Spdpercent, Fepercent, Belowl2percent, Engmathpercent, Level2percent, Fulllevel2percent, Level3percent, Fulllevel3percent, Level4pluspercent, Notassignedpercent, Hepercent, Apppercent, Appintermediatepercent, Appadvancedpluspercent, Anylearnpercent, Progressionsustainedpriorpercent, Notsustainedpercent, Notsustainednbpercent, Notsustainedbenefitpercent, Benefitpercent, Nodestpercent, Learnerswithearnings, 25thpercentile, Median, 75thpercentile"
"Destinations","<a href='https://explore-education-statistics.service.gov.uk/find-statistics/further-education-outcome-based-success-measures'>Further education: outcome-based success measures</a>","employment and learning destinations of adult FE & Skills learners, all age apprentices that achieved their learning aim, and Traineeship learners that completed their aim. Broken down by local education authority, provision, level of learning and learner demographics","Provision type","Time period, Time identifier, Geographic level, Country code, Country name, Region code, Region name, New la code, Old la code, La name, Age youth adult, Age group, Sex, Learning difficulty disability, Total learners, Learnpercent, Learnonlypercent, Numberofmatchedlearners, Provision type, Emppercent, Selfemppercent, Emponlypercent, Empandlearnpercent, Leveloflearninggroup, Leveloflearning, Spdpercent, Fepercent, Belowl2percent, Engmathpercent, Level2percent, Fulllevel2percent, Level3percent, Fulllevel3percent, Level4pluspercent, Notassignedpercent, Hepercent, Apppercent, Appintermediatepercent, Appadvancedpluspercent, Anylearnpercent, Progressionsustainedpriorpercent, Notsustainedpercent, Notsustainednbpercent, Notsustainedbenefitpercent, Benefitpercent, Nodestpercent, Learnerswithearnings, 25thpercentile, Median, 75thpercentile"
"Destinations","<a href='https://explore-education-statistics.service.gov.uk/find-statistics/further-education-outcome-based-success-measures'>Further education: outcome-based success measures</a>","employment and learning destinations of adult FE & Skills learners, all age apprentices that achieved their learning aim, and Traineeship learners that completed their aim. Broken down by local education authority, provision, level of learning and learner demographics","Emppercent","Time period, Time identifier, Geographic level, Country code, Country name, Region code, Region name, New la code, Old la code, La name, Age youth adult, Age group, Sex, Learning difficulty disability, Total learners, Learnpercent, Learnonlypercent, Numberofmatchedlearners, Provision type, Emppercent, Selfemppercent, Emponlypercent, Empandlearnpercent, Leveloflearninggroup, Leveloflearning, Spdpercent, Fepercent, Belowl2percent, Engmathpercent, Level2percent, Fulllevel2percent, Level3percent, Fulllevel3percent, Level4pluspercent, Notassignedpercent, Hepercent, Apppercent, Appintermediatepercent, Appadvancedpluspercent, Anylearnpercent, Progressionsustainedpriorpercent, Notsustainedpercent, Notsustainednbpercent, Notsustainedbenefitpercent, Benefitpercent, Nodestpercent, Learnerswithearnings, 25thpercentile, Median, 75thpercentile"
"Destinations","<a href='https://explore-education-statistics.service.gov.uk/find-statistics/further-education-outcome-based-success-measures'>Further education: outcome-based success measures</a>","employment and learning destinations of adult FE & Skills learners, all age apprentices that achieved their learning aim, and Traineeship learners that completed their aim. Broken down by local education authority, provision, level of learning and learner demographics","Selfemppercent","Time period, Time identifier, Geographic level, Country code, Country name, Region code, Region name, New la code, Old la code, La name, Age youth adult, Age group, Sex, Learning difficulty disability, Total learners, Learnpercent, Learnonlypercent, Numberofmatchedlearners, Provision type, Emppercent, Selfemppercent, Emponlypercent, Empandlearnpercent, Leveloflearninggroup, Leveloflearning, Spdpercent, Fepercent, Belowl2percent, Engmathpercent, Level2percent, Fulllevel2percent, Level3percent, Fulllevel3percent, Level4pluspercent, Notassignedpercent, Hepercent, Apppercent, Appintermediatepercent, Appadvancedpluspercent, Anylearnpercent, Progressionsustainedpriorpercent, Notsustainedpercent, Notsustainednbpercent, Notsustainedbenefitpercent, Benefitpercent, Nodestpercent, Learnerswithearnings, 25thpercentile, Median, 75thpercentile"
"Destinations","<a href='https://explore-education-statistics.service.gov.uk/find-statistics/further-education-outcome-based-success-measures'>Further education: outcome-based success measures</a>","employment and learning destinations of adult FE & Skills learners, all age apprentices that achieved their learning aim, and Traineeship learners that completed their aim. Broken down by local education authority, provision, level of learning and learner demographics","Emponlypercent","Time period, Time identifier, Geographic level, Country code, Country name, Region code, Region name, New la code, Old la code, La name, Age youth adult, Age group, Sex, Learning difficulty disability, Total learners, Learnpercent, Learnonlypercent, Numberofmatchedlearners, Provision type, Emppercent, Selfemppercent, Emponlypercent, Empandlearnpercent, Leveloflearninggroup, Leveloflearning, Spdpercent, Fepercent, Belowl2percent, Engmathpercent, Level2percent, Fulllevel2percent, Level3percent, Fulllevel3percent, Level4pluspercent, Notassignedpercent, Hepercent, Apppercent, Appintermediatepercent, Appadvancedpluspercent, Anylearnpercent, Progressionsustainedpriorpercent, Notsustainedpercent, Notsustainednbpercent, Notsustainedbenefitpercent, Benefitpercent, Nodestpercent, Learnerswithearnings, 25thpercentile, Median, 75thpercentile"
"Destinations","<a href='https://explore-education-statistics.service.gov.uk/find-statistics/further-education-outcome-based-success-measures'>Further education: outcome-based success measures</a>","employment and learning destinations of adult FE & Skills learners, all age apprentices that achieved their learning aim, and Traineeship learners that completed their aim. Broken down by local education authority, provision, level of learning and learner demographics","Empandlearnpercent","Time period, Time identifier, Geographic level, Country code, Country name, Region code, Region name, New la code, Old la code, La name, Age youth adult, Age group, Sex, Learning difficulty disability, Total learners, Learnpercent, Learnonlypercent, Numberofmatchedlearners, Provision type, Emppercent, Selfemppercent, Emponlypercent, Empandlearnpercent, Leveloflearninggroup, Leveloflearning, Spdpercent, Fepercent, Belowl2percent, Engmathpercent, Level2percent, Fulllevel2percent, Level3percent, Fulllevel3percent, Level4pluspercent, Notassignedpercent, Hepercent, Apppercent, Appintermediatepercent, Appadvancedpluspercent, Anylearnpercent, Progressionsustainedpriorpercent, Notsustainedpercent, Notsustainednbpercent, Notsustainedbenefitpercent, Benefitpercent, Nodestpercent, Learnerswithearnings, 25thpercentile, Median, 75thpercentile"
"Destinations","<a href='https://explore-education-statistics.service.gov.uk/find-statistics/further-education-outcome-based-success-measures'>Further education: outcome-based success measures</a>","employment and learning destinations of adult FE & Skills learners, all age apprentices that achieved their learning aim, and Traineeship learners that completed their aim. Broken down by local education authority, provision, level of learning and learner demographics","Leveloflearninggroup","Time period, Time identifier, Geographic level, Country code, Country name, Region code, Region name, New la code, Old la code, La name, Age youth adult, Age group, Sex, Learning difficulty disability, Total learners, Learnpercent, Learnonlypercent, Numberofmatchedlearners, Provision type, Emppercent, Selfemppercent, Emponlypercent, Empandlearnpercent, Leveloflearninggroup, Leveloflearning, Spdpercent, Fepercent, Belowl2percent, Engmathpercent, Level2percent, Fulllevel2percent, Level3percent, Fulllevel3percent, Level4pluspercent, Notassignedpercent, Hepercent, Apppercent, Appintermediatepercent, Appadvancedpluspercent, Anylearnpercent, Progressionsustainedpriorpercent, Notsustainedpercent, Notsustainednbpercent, Notsustainedbenefitpercent, Benefitpercent, Nodestpercent, Learnerswithearnings, 25thpercentile, Median, 75thpercentile"
"Destinations","<a href='https://explore-education-statistics.service.gov.uk/find-statistics/further-education-outcome-based-success-measures'>Further education: outcome-based success measures</a>","employment and learning destinations of adult FE & Skills learners, all age apprentices that achieved their learning aim, and Traineeship learners that completed their aim. Broken down by local education authority, provision, level of learning and learner demographics","Leveloflearning","Time period, Time identifier, Geographic level, Country code, Country name, Region code, Region name, New la code, Old la code, La name, Age youth adult, Age group, Sex, Learning difficulty disability, Total learners, Learnpercent, Learnonlypercent, Numberofmatchedlearners, Provision type, Emppercent, Selfemppercent, Emponlypercent, Empandlearnpercent, Leveloflearninggroup, Leveloflearning, Spdpercent, Fepercent, Belowl2percent, Engmathpercent, Level2percent, Fulllevel2percent, Level3percent, Fulllevel3percent, Level4pluspercent, Notassignedpercent, Hepercent, Apppercent, Appintermediatepercent, Appadvancedpluspercent, Anylearnpercent, Progressionsustainedpriorpercent, Notsustainedpercent, Notsustainednbpercent, Notsustainedbenefitpercent, Benefitpercent, Nodestpercent, Learnerswithearnings, 25thpercentile, Median, 75thpercentile"
"Destinations","<a href='https://explore-education-statistics.service.gov.uk/find-statistics/further-education-outcome-based-success-measures'>Further education: outcome-based success measures</a>","employment and learning destinations of adult FE & Skills learners, all age apprentices that achieved their learning aim, and Traineeship learners that completed their aim. Broken down by local education authority, provision, level of learning and learner demographics","Spdpercent","Time period, Time identifier, Geographic level, Country code, Country name, Region code, Region name, New la code, Old la code, La name, Age youth adult, Age group, Sex, Learning difficulty disability, Total learners, Learnpercent, Learnonlypercent, Numberofmatchedlearners, Provision type, Emppercent, Selfemppercent, Emponlypercent, Empandlearnpercent, Leveloflearninggroup, Leveloflearning, Spdpercent, Fepercent, Belowl2percent, Engmathpercent, Level2percent, Fulllevel2percent, Level3percent, Fulllevel3percent, Level4pluspercent, Notassignedpercent, Hepercent, Apppercent, Appintermediatepercent, Appadvancedpluspercent, Anylearnpercent, Progressionsustainedpriorpercent, Notsustainedpercent, Notsustainednbpercent, Notsustainedbenefitpercent, Benefitpercent, Nodestpercent, Learnerswithearnings, 25thpercentile, Median, 75thpercentile"
"Destinations","<a href='https://explore-education-statistics.service.gov.uk/find-statistics/further-education-outcome-based-success-measures'>Further education: outcome-based success measures</a>","employment and learning destinations of adult FE & Skills learners, all age apprentices that achieved their learning aim, and Traineeship learners that completed their aim. Broken down by local education authority, provision, level of learning and learner demographics","Fepercent","Time period, Time identifier, Geographic level, Country code, Country name, Region code, Region name, New la code, Old la code, La name, Age youth adult, Age group, Sex, Learning difficulty disability, Total learners, Learnpercent, Learnonlypercent, Numberofmatchedlearners, Provision type, Emppercent, Selfemppercent, Emponlypercent, Empandlearnpercent, Leveloflearninggroup, Leveloflearning, Spdpercent, Fepercent, Belowl2percent, Engmathpercent, Level2percent, Fulllevel2percent, Level3percent, Fulllevel3percent, Level4pluspercent, Notassignedpercent, Hepercent, Apppercent, Appintermediatepercent, Appadvancedpluspercent, Anylearnpercent, Progressionsustainedpriorpercent, Notsustainedpercent, Notsustainednbpercent, Notsustainedbenefitpercent, Benefitpercent, Nodestpercent, Learnerswithearnings, 25thpercentile, Median, 75thpercentile"
"Destinations","<a href='https://explore-education-statistics.service.gov.uk/find-statistics/further-education-outcome-based-success-measures'>Further education: outcome-based success measures</a>","employment and learning destinations of adult FE & Skills learners, all age apprentices that achieved their learning aim, and Traineeship learners that completed their aim. Broken down by local education authority, provision, level of learning and learner demographics","Belowl2percent","Time period, Time identifier, Geographic level, Country code, Country name, Region code, Region name, New la code, Old la code, La name, Age youth adult, Age group, Sex, Learning difficulty disability, Total learners, Learnpercent, Learnonlypercent, Numberofmatchedlearners, Provision type, Emppercent, Selfemppercent, Emponlypercent, Empandlearnpercent, Leveloflearninggroup, Leveloflearning, Spdpercent, Fepercent, Belowl2percent, Engmathpercent, Level2percent, Fulllevel2percent, Level3percent, Fulllevel3percent, Level4pluspercent, Notassignedpercent, Hepercent, Apppercent, Appintermediatepercent, Appadvancedpluspercent, Anylearnpercent, Progressionsustainedpriorpercent, Notsustainedpercent, Notsustainednbpercent, Notsustainedbenefitpercent, Benefitpercent, Nodestpercent, Learnerswithearnings, 25thpercentile, Median, 75thpercentile"
"Destinations","<a href='https://explore-education-statistics.service.gov.uk/find-statistics/further-education-outcome-based-success-measures'>Further education: outcome-based success measures</a>","employment and learning destinations of adult FE & Skills learners, all age apprentices that achieved their learning aim, and Traineeship learners that completed their aim. Broken down by local education authority, provision, level of learning and learner demographics","Engmathpercent","Time period, Time identifier, Geographic level, Country code, Country name, Region code, Region name, New la code, Old la code, La name, Age youth adult, Age group, Sex, Learning difficulty disability, Total learners, Learnpercent, Learnonlypercent, Numberofmatchedlearners, Provision type, Emppercent, Selfemppercent, Emponlypercent, Empandlearnpercent, Leveloflearninggroup, Leveloflearning, Spdpercent, Fepercent, Belowl2percent, Engmathpercent, Level2percent, Fulllevel2percent, Level3percent, Fulllevel3percent, Level4pluspercent, Notassignedpercent, Hepercent, Apppercent, Appintermediatepercent, Appadvancedpluspercent, Anylearnpercent, Progressionsustainedpriorpercent, Notsustainedpercent, Notsustainednbpercent, Notsustainedbenefitpercent, Benefitpercent, Nodestpercent, Learnerswithearnings, 25thpercentile, Median, 75thpercentile"
"Destinations","<a href='https://explore-education-statistics.service.gov.uk/find-statistics/further-education-outcome-based-success-measures'>Further education: outcome-based success measures</a>","employment and learning destinations of adult FE & Skills learners, all age apprentices that achieved their learning aim, and Traineeship learners that completed their aim. Broken down by local education authority, provision, level of learning and learner demographics","Level2percent","Time period, Time identifier, Geographic level, Country code, Country name, Region code, Region name, New la code, Old la code, La name, Age youth adult, Age group, Sex, Learning difficulty disability, Total learners, Learnpercent, Learnonlypercent, Numberofmatchedlearners, Provision type, Emppercent, Selfemppercent, Emponlypercent, Empandlearnpercent, Leveloflearninggroup, Leveloflearning, Spdpercent, Fepercent, Belowl2percent, Engmathpercent, Level2percent, Fulllevel2percent, Level3percent, Fulllevel3percent, Level4pluspercent, Notassignedpercent, Hepercent, Apppercent, Appintermediatepercent, Appadvancedpluspercent, Anylearnpercent, Progressionsustainedpriorpercent, Notsustainedpercent, Notsustainednbpercent, Notsustainedbenefitpercent, Benefitpercent, Nodestpercent, Learnerswithearnings, 25thpercentile, Median, 75thpercentile"
"Destinations","<a href='https://explore-education-statistics.service.gov.uk/find-statistics/further-education-outcome-based-success-measures'>Further education: outcome-based success measures</a>","employment and learning destinations of adult FE & Skills learners, all age apprentices that achieved their learning aim, and Traineeship learners that completed their aim. Broken down by local education authority, provision, level of learning and learner demographics","Fulllevel2percent","Time period, Time identifier, Geographic level, Country code, Country name, Region code, Region name, New la code, Old la code, La name, Age youth adult, Age group, Sex, Learning difficulty disability, Total learners, Learnpercent, Learnonlypercent, Numberofmatchedlearners, Provision type, Emppercent, Selfemppercent, Emponlypercent, Empandlearnpercent, Leveloflearninggroup, Leveloflearning, Spdpercent, Fepercent, Belowl2percent, Engmathpercent, Level2percent, Fulllevel2percent, Level3percent, Fulllevel3percent, Level4pluspercent, Notassignedpercent, Hepercent, Apppercent, Appintermediatepercent, Appadvancedpluspercent, Anylearnpercent, Progressionsustainedpriorpercent, Notsustainedpercent, Notsustainednbpercent, Notsustainedbenefitpercent, Benefitpercent, Nodestpercent, Learnerswithearnings, 25thpercentile, Median, 75thpercentile"
"Destinations","<a href='https://explore-education-statistics.service.gov.uk/find-statistics/further-education-outcome-based-success-measures'>Further education: outcome-based success measures</a>","employment and learning destinations of adult FE & Skills learners, all age apprentices that achieved their learning aim, and Traineeship learners that completed their aim. Broken down by local education authority, provision, level of learning and learner demographics","Level3percent","Time period, Time identifier, Geographic level, Country code, Country name, Region code, Region name, New la code, Old la code, La name, Age youth adult, Age group, Sex, Learning difficulty disability, Total learners, Learnpercent, Learnonlypercent, Numberofmatchedlearners, Provision type, Emppercent, Selfemppercent, Emponlypercent, Empandlearnpercent, Leveloflearninggroup, Leveloflearning, Spdpercent, Fepercent, Belowl2percent, Engmathpercent, Level2percent, Fulllevel2percent, Level3percent, Fulllevel3percent, Level4pluspercent, Notassignedpercent, Hepercent, Apppercent, Appintermediatepercent, Appadvancedpluspercent, Anylearnpercent, Progressionsustainedpriorpercent, Notsustainedpercent, Notsustainednbpercent, Notsustainedbenefitpercent, Benefitpercent, Nodestpercent, Learnerswithearnings, 25thpercentile, Median, 75thpercentile"
"Destinations","<a href='https://explore-education-statistics.service.gov.uk/find-statistics/further-education-outcome-based-success-measures'>Further education: outcome-based success measures</a>","employment and learning destinations of adult FE & Skills learners, all age apprentices that achieved their learning aim, and Traineeship learners that completed their aim. Broken down by local education authority, provision, level of learning and learner demographics","Fulllevel3percent","Time period, Time identifier, Geographic level, Country code, Country name, Region code, Region name, New la code, Old la code, La name, Age youth adult, Age group, Sex, Learning difficulty disability, Total learners, Learnpercent, Learnonlypercent, Numberofmatchedlearners, Provision type, Emppercent, Selfemppercent, Emponlypercent, Empandlearnpercent, Leveloflearninggroup, Leveloflearning, Spdpercent, Fepercent, Belowl2percent, Engmathpercent, Level2percent, Fulllevel2percent, Level3percent, Fulllevel3percent, Level4pluspercent, Notassignedpercent, Hepercent, Apppercent, Appintermediatepercent, Appadvancedpluspercent, Anylearnpercent, Progressionsustainedpriorpercent, Notsustainedpercent, Notsustainednbpercent, Notsustainedbenefitpercent, Benefitpercent, Nodestpercent, Learnerswithearnings, 25thpercentile, Median, 75thpercentile"
"Destinations","<a href='https://explore-education-statistics.service.gov.uk/find-statistics/further-education-outcome-based-success-measures'>Further education: outcome-based success measures</a>","employment and learning destinations of adult FE & Skills learners, all age apprentices that achieved their learning aim, and Traineeship learners that completed their aim. Broken down by local education authority, provision, level of learning and learner demographics","Level4pluspercent","Time period, Time identifier, Geographic level, Country code, Country name, Region code, Region name, New la code, Old la code, La name, Age youth adult, Age group, Sex, Learning difficulty disability, Total learners, Learnpercent, Learnonlypercent, Numberofmatchedlearners, Provision type, Emppercent, Selfemppercent, Emponlypercent, Empandlearnpercent, Leveloflearninggroup, Leveloflearning, Spdpercent, Fepercent, Belowl2percent, Engmathpercent, Level2percent, Fulllevel2percent, Level3percent, Fulllevel3percent, Level4pluspercent, Notassignedpercent, Hepercent, Apppercent, Appintermediatepercent, Appadvancedpluspercent, Anylearnpercent, Progressionsustainedpriorpercent, Notsustainedpercent, Notsustainednbpercent, Notsustainedbenefitpercent, Benefitpercent, Nodestpercent, Learnerswithearnings, 25thpercentile, Median, 75thpercentile"
"Destinations","<a href='https://explore-education-statistics.service.gov.uk/find-statistics/further-education-outcome-based-success-measures'>Further education: outcome-based success measures</a>","employment and learning destinations of adult FE & Skills learners, all age apprentices that achieved their learning aim, and Traineeship learners that completed their aim. Broken down by local education authority, provision, level of learning and learner demographics","Notassignedpercent","Time period, Time identifier, Geographic level, Country code, Country name, Region code, Region name, New la code, Old la code, La name, Age youth adult, Age group, Sex, Learning difficulty disability, Total learners, Learnpercent, Learnonlypercent, Numberofmatchedlearners, Provision type, Emppercent, Selfemppercent, Emponlypercent, Empandlearnpercent, Leveloflearninggroup, Leveloflearning, Spdpercent, Fepercent, Belowl2percent, Engmathpercent, Level2percent, Fulllevel2percent, Level3percent, Fulllevel3percent, Level4pluspercent, Notassignedpercent, Hepercent, Apppercent, Appintermediatepercent, Appadvancedpluspercent, Anylearnpercent, Progressionsustainedpriorpercent, Notsustainedpercent, Notsustainednbpercent, Notsustainedbenefitpercent, Benefitpercent, Nodestpercent, Learnerswithearnings, 25thpercentile, Median, 75thpercentile"
"Destinations","<a href='https://explore-education-statistics.service.gov.uk/find-statistics/further-education-outcome-based-success-measures'>Further education: outcome-based success measures</a>","employment and learning destinations of adult FE & Skills learners, all age apprentices that achieved their learning aim, and Traineeship learners that completed their aim. Broken down by local education authority, provision, level of learning and learner demographics","Hepercent","Time period, Time identifier, Geographic level, Country code, Country name, Region code, Region name, New la code, Old la code, La name, Age youth adult, Age group, Sex, Learning difficulty disability, Total learners, Learnpercent, Learnonlypercent, Numberofmatchedlearners, Provision type, Emppercent, Selfemppercent, Emponlypercent, Empandlearnpercent, Leveloflearninggroup, Leveloflearning, Spdpercent, Fepercent, Belowl2percent, Engmathpercent, Level2percent, Fulllevel2percent, Level3percent, Fulllevel3percent, Level4pluspercent, Notassignedpercent, Hepercent, Apppercent, Appintermediatepercent, Appadvancedpluspercent, Anylearnpercent, Progressionsustainedpriorpercent, Notsustainedpercent, Notsustainednbpercent, Notsustainedbenefitpercent, Benefitpercent, Nodestpercent, Learnerswithearnings, 25thpercentile, Median, 75thpercentile"
"Destinations","<a href='https://explore-education-statistics.service.gov.uk/find-statistics/further-education-outcome-based-success-measures'>Further education: outcome-based success measures</a>","employment and learning destinations of adult FE & Skills learners, all age apprentices that achieved their learning aim, and Traineeship learners that completed their aim. Broken down by local education authority, provision, level of learning and learner demographics","Apppercent","Time period, Time identifier, Geographic level, Country code, Country name, Region code, Region name, New la code, Old la code, La name, Age youth adult, Age group, Sex, Learning difficulty disability, Total learners, Learnpercent, Learnonlypercent, Numberofmatchedlearners, Provision type, Emppercent, Selfemppercent, Emponlypercent, Empandlearnpercent, Leveloflearninggroup, Leveloflearning, Spdpercent, Fepercent, Belowl2percent, Engmathpercent, Level2percent, Fulllevel2percent, Level3percent, Fulllevel3percent, Level4pluspercent, Notassignedpercent, Hepercent, Apppercent, Appintermediatepercent, Appadvancedpluspercent, Anylearnpercent, Progressionsustainedpriorpercent, Notsustainedpercent, Notsustainednbpercent, Notsustainedbenefitpercent, Benefitpercent, Nodestpercent, Learnerswithearnings, 25thpercentile, Median, 75thpercentile"
"Destinations","<a href='https://explore-education-statistics.service.gov.uk/find-statistics/further-education-outcome-based-success-measures'>Further education: outcome-based success measures</a>","employment and learning destinations of adult FE & Skills learners, all age apprentices that achieved their learning aim, and Traineeship learners that completed their aim. Broken down by local education authority, provision, level of learning and learner demographics","Appintermediatepercent","Time period, Time identifier, Geographic level, Country code, Country name, Region code, Region name, New la code, Old la code, La name, Age youth adult, Age group, Sex, Learning difficulty disability, Total learners, Learnpercent, Learnonlypercent, Numberofmatchedlearners, Provision type, Emppercent, Selfemppercent, Emponlypercent, Empandlearnpercent, Leveloflearninggroup, Leveloflearning, Spdpercent, Fepercent, Belowl2percent, Engmathpercent, Level2percent, Fulllevel2percent, Level3percent, Fulllevel3percent, Level4pluspercent, Notassignedpercent, Hepercent, Apppercent, Appintermediatepercent, Appadvancedpluspercent, Anylearnpercent, Progressionsustainedpriorpercent, Notsustainedpercent, Notsustainednbpercent, Notsustainedbenefitpercent, Benefitpercent, Nodestpercent, Learnerswithearnings, 25thpercentile, Median, 75thpercentile"
"Destinations","<a href='https://explore-education-statistics.service.gov.uk/find-statistics/further-education-outcome-based-success-measures'>Further education: outcome-based success measures</a>","employment and learning destinations of adult FE & Skills learners, all age apprentices that achieved their learning aim, and Traineeship learners that completed their aim. Broken down by local education authority, provision, level of learning and learner demographics","Appadvancedpluspercent","Time period, Time identifier, Geographic level, Country code, Country name, Region code, Region name, New la code, Old la code, La name, Age youth adult, Age group, Sex, Learning difficulty disability, Total learners, Learnpercent, Learnonlypercent, Numberofmatchedlearners, Provision type, Emppercent, Selfemppercent, Emponlypercent, Empandlearnpercent, Leveloflearninggroup, Leveloflearning, Spdpercent, Fepercent, Belowl2percent, Engmathpercent, Level2percent, Fulllevel2percent, Level3percent, Fulllevel3percent, Level4pluspercent, Notassignedpercent, Hepercent, Apppercent, Appintermediatepercent, Appadvancedpluspercent, Anylearnpercent, Progressionsustainedpriorpercent, Notsustainedpercent, Notsustainednbpercent, Notsustainedbenefitpercent, Benefitpercent, Nodestpercent, Learnerswithearnings, 25thpercentile, Median, 75thpercentile"
"Destinations","<a href='https://explore-education-statistics.service.gov.uk/find-statistics/further-education-outcome-based-success-measures'>Further education: outcome-based success measures</a>","employment and learning destinations of adult FE & Skills learners, all age apprentices that achieved their learning aim, and Traineeship learners that completed their aim. Broken down by local education authority, provision, level of learning and learner demographics","Anylearnpercent","Time period, Time identifier, Geographic level, Country code, Country name, Region code, Region name, New la code, Old la code, La name, Age youth adult, Age group, Sex, Learning difficulty disability, Total learners, Learnpercent, Learnonlypercent, Numberofmatchedlearners, Provision type, Emppercent, Selfemppercent, Emponlypercent, Empandlearnpercent, Leveloflearninggroup, Leveloflearning, Spdpercent, Fepercent, Belowl2percent, Engmathpercent, Level2percent, Fulllevel2percent, Level3percent, Fulllevel3percent, Level4pluspercent, Notassignedpercent, Hepercent, Apppercent, Appintermediatepercent, Appadvancedpluspercent, Anylearnpercent, Progressionsustainedpriorpercent, Notsustainedpercent, Notsustainednbpercent, Notsustainedbenefitpercent, Benefitpercent, Nodestpercent, Learnerswithearnings, 25thpercentile, Median, 75thpercentile"
"Destinations","<a href='https://explore-education-statistics.service.gov.uk/find-statistics/further-education-outcome-based-success-measures'>Further education: outcome-based success measures</a>","employment and learning destinations of adult FE & Skills learners, all age apprentices that achieved their learning aim, and Traineeship learners that completed their aim. Broken down by local education authority, provision, level of learning and learner demographics","Progressionsustainedpriorpercent","Time period, Time identifier, Geographic level, Country code, Country name, Region code, Region name, New la code, Old la code, La name, Age youth adult, Age group, Sex, Learning difficulty disability, Total learners, Learnpercent, Learnonlypercent, Numberofmatchedlearners, Provision type, Emppercent, Selfemppercent, Emponlypercent, Empandlearnpercent, Leveloflearninggroup, Leveloflearning, Spdpercent, Fepercent, Belowl2percent, Engmathpercent, Level2percent, Fulllevel2percent, Level3percent, Fulllevel3percent, Level4pluspercent, Notassignedpercent, Hepercent, Apppercent, Appintermediatepercent, Appadvancedpluspercent, Anylearnpercent, Progressionsustainedpriorpercent, Notsustainedpercent, Notsustainednbpercent, Notsustainedbenefitpercent, Benefitpercent, Nodestpercent, Learnerswithearnings, 25thpercentile, Median, 75thpercentile"
"Destinations","<a href='https://explore-education-statistics.service.gov.uk/find-statistics/further-education-outcome-based-success-measures'>Further education: outcome-based success measures</a>","employment and learning destinations of adult FE & Skills learners, all age apprentices that achieved their learning aim, and Traineeship learners that completed their aim. Broken down by local education authority, provision, level of learning and learner demographics","Notsustainedpercent","Time period, Time identifier, Geographic level, Country code, Country name, Region code, Region name, New la code, Old la code, La name, Age youth adult, Age group, Sex, Learning difficulty disability, Total learners, Learnpercent, Learnonlypercent, Numberofmatchedlearners, Provision type, Emppercent, Selfemppercent, Emponlypercent, Empandlearnpercent, Leveloflearninggroup, Leveloflearning, Spdpercent, Fepercent, Belowl2percent, Engmathpercent, Level2percent, Fulllevel2percent, Level3percent, Fulllevel3percent, Level4pluspercent, Notassignedpercent, Hepercent, Apppercent, Appintermediatepercent, Appadvancedpluspercent, Anylearnpercent, Progressionsustainedpriorpercent, Notsustainedpercent, Notsustainednbpercent, Notsustainedbenefitpercent, Benefitpercent, Nodestpercent, Learnerswithearnings, 25thpercentile, Median, 75thpercentile"
"Destinations","<a href='https://explore-education-statistics.service.gov.uk/find-statistics/further-education-outcome-based-success-measures'>Further education: outcome-based success measures</a>","employment and learning destinations of adult FE & Skills learners, all age apprentices that achieved their learning aim, and Traineeship learners that completed their aim. Broken down by local education authority, provision, level of learning and learner demographics","Notsustainednbpercent","Time period, Time identifier, Geographic level, Country code, Country name, Region code, Region name, New la code, Old la code, La name, Age youth adult, Age group, Sex, Learning difficulty disability, Total learners, Learnpercent, Learnonlypercent, Numberofmatchedlearners, Provision type, Emppercent, Selfemppercent, Emponlypercent, Empandlearnpercent, Leveloflearninggroup, Leveloflearning, Spdpercent, Fepercent, Belowl2percent, Engmathpercent, Level2percent, Fulllevel2percent, Level3percent, Fulllevel3percent, Level4pluspercent, Notassignedpercent, Hepercent, Apppercent, Appintermediatepercent, Appadvancedpluspercent, Anylearnpercent, Progressionsustainedpriorpercent, Notsustainedpercent, Notsustainednbpercent, Notsustainedbenefitpercent, Benefitpercent, Nodestpercent, Learnerswithearnings, 25thpercentile, Median, 75thpercentile"
